"","name","longitude","latitude","sample","event","year","month","day","time","country","state","county"
"977","Passerella iliaca",-65.281935,49.016921,"L3489269","S18755084",2014,6,155,5.83,"Canada","Quebec","La Côte-de-Gaspé"
"978","Passerella iliaca",-64.2344856,48.5203566,"L803421","S18757948",2014,6,162,7.33,"Canada","Quebec","Le Rocher-Percé"
"979","Passerella iliaca",-64.2436695,48.5267234,"L803419","S18757973",2014,6,162,8.5,"Canada","Quebec","Le Rocher-Percé"
"980","Passerella iliaca",-61.9176579,47.3938173,"L775127","S18760448",2014,6,162,12.73,"Canada","Quebec","Les Îles-de-la-Madeleine"
"981","Passerella iliaca",-61.915199,47.414214,"L3780926","S18763159",2014,6,162,19.08,"Canada","Quebec","Les Îles-de-la-Madeleine"
"982","Passerella iliaca",-61.7738285,47.3908584,"L2704273","S18763180",2014,6,162,18.5,"Canada","Quebec","Les Îles-de-la-Madeleine"
"983","Passerella iliaca",-61.9463511,47.3247713,"L1912422","S18763185",2014,6,162,9.33,"Canada","Quebec","Les Îles-de-la-Madeleine"
"984","Passerella iliaca",-61.76306,47.427169,"L1912378","S18763298",2014,6,162,19.5,"Canada","Quebec","Les Îles-de-la-Madeleine"
"985","Passerella iliaca",-61.6195679,47.5802313,"L2914906","S18763550",2014,6,162,14.5,"Canada","Quebec","Les Îles-de-la-Madeleine"
"986","Passerella iliaca",-65.0775146,49.0198592,"L2816914","S18769128",2014,6,163,5,"Canada","Quebec","La Côte-de-Gaspé"
"987","Passerella iliaca",-64.2344856,48.5203566,"L803421","S18769162",2014,6,163,8.17,"Canada","Quebec","Le Rocher-Percé"
"988","Passerella iliaca",-61.5090179,47.5533599,"L2914916","S18770064",2014,6,162,10,"Canada","Quebec","Les Îles-de-la-Madeleine"
"989","Passerella iliaca",-61.8839693,47.3811783,"L756835","S18770095",2014,6,163,7,"Canada","Quebec","Les Îles-de-la-Madeleine"
"990","Passerella iliaca",-61.9038498,47.3770009,"L2916607","S18770270",2014,6,163,11.7,"Canada","Quebec","Les Îles-de-la-Madeleine"
"991","Passerella iliaca",-61.76306,47.427169,"L1912378","S18774400",2014,6,164,5.77,"Canada","Quebec","Les Îles-de-la-Madeleine"
"992","Passerella iliaca",-61.76306,47.427169,"L1912378","S18774957",2014,6,163,6.83,"Canada","Quebec","Les Îles-de-la-Madeleine"
"993","Passerella iliaca",-69.25,48.14222,"L294025","S18777977",2014,6,157,9,"Canada","Quebec","Les Basques"
"994","Passerella iliaca",-69.25,48.14222,"L294025","S18778014",2014,6,158,9,"Canada","Quebec","Les Basques"
"995","Passerella iliaca",-68.2422638,49.4028752,"L2919532","S18785218",2014,6,165,6.58,"Canada","Quebec","Manicouagan"
"996","Passerella iliaca",-61.9773102,47.2601262,"L2851818","S18786340",2014,6,164,10.13,"Canada","Quebec","Les Îles-de-la-Madeleine"
"997","Passerella iliaca",-61.8839693,47.3811783,"L756835","S18787409",2014,6,156,16.27,"Canada","Quebec","Les Îles-de-la-Madeleine"
"998","Passerella iliaca",-61.8664169,47.3755696,"L2875243","S18787505",2014,6,159,6.78,"Canada","Quebec","Les Îles-de-la-Madeleine"
"999","Passerella iliaca",-61.7849636,47.4081983,"L2775263","S18787511",2014,6,160,6.53,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1000","Passerella iliaca",-61.9016129,47.4038015,"L3064352","S18787516",2014,6,162,6.38,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1001","Passerella iliaca",-61.8839693,47.3811783,"L756835","S18787524",2014,6,164,6.38,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1002","Passerella iliaca",-61.7849636,47.4081983,"L2775263","S18787529",2014,6,165,8.28,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1003","Passerella iliaca",-73.6596239,45.5770923,"L459787","S18787652",2014,6,165,10,"Canada","Quebec","Montréal"
"1004","Passerella iliaca",-61.7850494,47.4095029,"L2920319","S18789153",2014,6,165,5,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1005","Passerella iliaca",-61.6195679,47.5802313,"L2914906","S18789214",2014,6,165,9,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1006","Passerella iliaca",-61.8767032,47.3928723,"L2921008","S18792756",2014,6,161,6.57,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1007","Passerella iliaca",-71.1460876,47.3211427,"L291421","S18796570",2014,6,152,5.58,"Canada","Quebec","La Côte-de-Beaupré"
"1008","Passerella iliaca",-71.1460876,47.3211427,"L291421","S18796574",2014,6,153,5.65,"Canada","Quebec","La Côte-de-Beaupré"
"1009","Passerella iliaca",-71.1460876,47.3211427,"L291421","S18796576",2014,6,154,6.33,"Canada","Quebec","La Côte-de-Beaupré"
"1010","Passerella iliaca",-71.1460876,47.3211427,"L291421","S18796586",2014,6,155,5.67,"Canada","Quebec","La Côte-de-Beaupré"
"1011","Passerella iliaca",-71.034876,47.410207,"L2921782","S18796604",2014,6,161,9.45,"Canada","Quebec","La Côte-de-Beaupré"
"1012","Passerella iliaca",-71.034876,47.410207,"L2921782","S18796605",2014,6,162,6.02,"Canada","Quebec","La Côte-de-Beaupré"
"1013","Passerella iliaca",-71.034876,47.410207,"L2921782","S18796606",2014,6,163,5.53,"Canada","Quebec","La Côte-de-Beaupré"
"1014","Passerella iliaca",-67.8694153,49.4598681,"L2922121","S18798416",2014,6,166,5,"Canada","Quebec","Manicouagan"
"1015","Passerella iliaca",-61.4959717,47.6191241,"L2924530","S18814922",2014,6,167,12.5,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1016","Passerella iliaca",-70.8322735,48.6019326,"L2926333","S18818130",2014,6,168,5,"Canada","Quebec","Le Fjord-du-Saguenay"
"1017","Passerella iliaca",-66.01459,43.40956,"L1020032","S18820508",2014,6,168,5.5,"Canada","Nova Scotia","Yarmouth"
"1018","Passerella iliaca",-65.6275177,48.9418963,"L2814034","S18821218",2014,6,167,7,"Canada","Quebec","La Haute-Gaspésie"
"1019","Passerella iliaca",-65.6275177,48.9418963,"L2814034","S18821737",2014,6,168,5.5,"Canada","Quebec","La Haute-Gaspésie"
"1020","Passerella iliaca",-61.4658297,47.604167,"L1912431","S18829193",2014,6,169,8.5,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1021","Passerella iliaca",-61.4658297,47.604167,"L1912431","S18838926",2014,6,170,8,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1022","Passerella iliaca",-60.8214068,46.7473597,"L2324889","S18841296",2014,6,171,5.08,"Canada","Nova Scotia","Inverness"
"1023","Passerella iliaca",-66.01459,43.40956,"L1020032","S18847425",2014,6,170,5,"Canada","Nova Scotia","Yarmouth"
"1024","Passerella iliaca",-66.01459,43.40956,"L1020032","S18847450",2014,6,171,5,"Canada","Nova Scotia","Yarmouth"
"1025","Passerella iliaca",-60.4392242,46.8306034,"L2305521","S18847893",2014,6,171,19.33,"Canada","Nova Scotia","Victoria"
"1026","Passerella iliaca",-71.393112,47.217171,"L2933956","S18855025",2014,6,172,13.3,"Canada","Quebec","La Jacques-Cartier"
"1027","Passerella iliaca",-64.0881014,44.4385538,"L2349620","S18855619",2014,6,172,11.33,"Canada","Nova Scotia","Lunenburg"
"1028","Passerella iliaca",-64.3929291,48.7817587,"L2814205","S18856050",2014,6,172,7.25,"Canada","Quebec","La Côte-de-Gaspé"
"1029","Passerella iliaca",-66.01459,43.40956,"L1020032","S18856212",2014,6,172,5,"Canada","Nova Scotia","Yarmouth"
"1030","Passerella iliaca",-70.4890537,46.6201318,"L2935183","S18859960",2014,6,172,4,"Canada","Quebec","Bellechasse"
"1031","Passerella iliaca",-60.7996556,46.8225444,"L2935442","S18861023",2014,6,170,10.67,"Canada","Nova Scotia","Inverness"
"1032","Passerella iliaca",-60.8214068,46.7473597,"L2324889","S18861094",2014,6,170,11,"Canada","Nova Scotia","Inverness"
"1033","Passerella iliaca",-61.8839693,47.3811783,"L756835","S18873276",2014,6,172,6,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1034","Passerella iliaca",-61.4671326,47.5999128,"L2936540","S18877471",2014,6,167,15,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1035","Passerella iliaca",-66.01459,43.40956,"L1020032","S18881520",2014,6,173,5.5,"Canada","Nova Scotia","Yarmouth"
"1036","Passerella iliaca",-61.5160561,47.6199965,"L2794037","S18882531",2014,6,159,15.5,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1037","Passerella iliaca",-61.89333,47.24667,"L1912421","S18883447",2014,6,174,10,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1038","Passerella iliaca",-61.8844432,47.4186523,"L756813","S18883681",2014,6,174,9.33,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1039","Passerella iliaca",-71.393112,47.217171,"L2933956","S18885351",2014,6,174,8.12,"Canada","Quebec","La Jacques-Cartier"
"1040","Passerella iliaca",-61.4658297,47.604167,"L1912431","S18890386",2014,6,159,14.25,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1041","Passerella iliaca",-70.1772308,46.7150325,"L892945","S18892156",2014,6,172,6.83,"Canada","Quebec","Montmagny"
"1042","Passerella iliaca",-61.7849636,47.4081983,"L2775263","S18893873",2014,6,168,6.12,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1043","Passerella iliaca",-61.8264413,47.2244289,"L2939772","S18893951",2014,6,168,14.7,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1044","Passerella iliaca",-61.8767032,47.3928723,"L2921008","S18893963",2014,6,169,6.2,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1045","Passerella iliaca",-61.9604015,47.3636529,"L756815","S18894075",2014,6,171,7.43,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1046","Passerella iliaca",-61.9098473,47.387135,"L756823","S18894097",2014,6,172,8.83,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1047","Passerella iliaca",-61.8664169,47.3755696,"L2875243","S18894112",2014,6,174,6.93,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1048","Passerella iliaca",-61.8264413,47.2244289,"L2939772","S18894120",2014,6,174,15.7,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1049","Passerella iliaca",-61.9655085,47.2396651,"L2794045","S18894139",2014,6,175,7.12,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1050","Passerella iliaca",-69.750309,47.2000628,"L2939866","S18894680",2014,6,174,5.67,"Canada","Quebec","Kamouraska"
"1051","Passerella iliaca",-69.5062923,47.9404107,"L610533","S18895267",2014,6,173,6.5,"Canada","Quebec","Rivière-du-Loup"
"1052","Passerella iliaca",-65.6275177,48.9418963,"L2814034","S18899614",2014,6,174,6.5,"Canada","Quebec","La Haute-Gaspésie"
"1053","Passerella iliaca",-65.2093506,48.8863918,"L2816911","S18899775",2014,6,173,6.5,"Canada","Quebec","La Côte-de-Gaspé"
"1054","Passerella iliaca",-66.01459,43.40956,"L1020032","S18902700",2014,6,174,5,"Canada","Nova Scotia","Yarmouth"
"1055","Passerella iliaca",-66.01459,43.40956,"L1020032","S18902740",2014,6,175,5.5,"Canada","Nova Scotia","Yarmouth"
"1056","Passerella iliaca",-61.02935,46.59427,"L2941924","S18904392",2014,6,176,13.28,"Canada","Nova Scotia","Inverness"
"1057","Passerella iliaca",-61.7780113,47.403694,"L2707528","S18904421",2014,6,166,9,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1058","Passerella iliaca",-69.6045685,47.433,"L2942521","S18908410",2014,6,175,5.17,"Canada","Quebec","Kamouraska"
"1059","Passerella iliaca",-64.159543,48.4901476,"L295795","S18912836",2014,6,153,9,"Canada","Quebec","Le Rocher-Percé"
"1060","Passerella iliaca",-61.7780113,47.403694,"L2707528","S18921247",2014,6,177,10,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1061","Passerella iliaca",-61.7078447,47.5282713,"L2778990","S18921357",2014,6,177,14.67,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1062","Passerella iliaca",-69.916091,47.1800505,"L2946908","S18930997",2014,6,178,11.5,"Canada","Quebec","L'Islet"
"1063","Passerella iliaca",-61.9373603,47.4034038,"L2736401","S18934973",2014,6,179,9.12,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1064","Passerella iliaca",-71.1460876,47.3211427,"L291421","S18937049",2014,6,178,7.5,"Canada","Quebec","La Côte-de-Beaupré"
"1065","Passerella iliaca",-60.87415,46.79582,"L2947992","S18937280",2014,6,178,12.63,"Canada","Nova Scotia","Inverness"
"1066","Passerella iliaca",-69.5026016,47.9337117,"L2372214","S18937348",2014,6,178,7.08,"Canada","Quebec","Rivière-du-Loup"
"1067","Passerella iliaca",-60.6909227,46.9122819,"L2948091","S18937728",2014,6,175,12,"Canada","Nova Scotia","Inverness"
"1068","Passerella iliaca",-71.6009957,48.2447037,"L2949099","S18942256",2014,6,179,6.5,"Canada","Quebec","Le Fjord-du-Saguenay"
"1069","Passerella iliaca",-70.465484,46.568138,"L2949510","S18944176",2014,6,180,14.32,"Canada","Quebec","Les Etchemins"
"1070","Passerella iliaca",-61.766243,50.4765862,"L2955520","S18971316",2014,6,180,18.5,"Canada","Quebec","Minganie"
"1071","Passerella iliaca",-61.9773102,47.2601262,"L2851818","S18974482",2014,7,182,7.48,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1072","Passerella iliaca",-68.5821777,48.4366505,"L1813535","S18975304",2014,7,182,5.5,"Canada","Quebec","Rimouski-Neigette"
"1073","Passerella iliaca",-61.8872094,47.3518432,"L2957845","S18983184",2014,6,177,7.05,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1074","Passerella iliaca",-61.9198465,47.2283566,"L2957863","S18983223",2014,6,177,15.27,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1075","Passerella iliaca",-61.9463511,47.3247713,"L1912422","S18983233",2014,6,179,6.67,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1076","Passerella iliaca",-61.9271,47.34223,"L2849980","S18983303",2014,6,181,7.67,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1077","Passerella iliaca",-61.9016129,47.4038015,"L3064352","S18983312",2014,7,182,15.68,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1078","Passerella iliaca",-71.2316608,47.1764703,"L2249588","S18988276",2014,7,185,8.2,"Canada","Quebec","La Côte-de-Beaupré"
"1079","Passerella iliaca",-61.91346,47.413,"L2960380","S18995659",2014,7,185,10.3,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1080","Passerella iliaca",-70.9298458,48.704736,"L2960409","S18995845",2014,7,186,6.5,"Canada","Quebec","Le Fjord-du-Saguenay"
"1081","Passerella iliaca",-59.8854876,46.1112662,"L443692","S18998316",2014,7,182,11.28,"Canada","Nova Scotia","Cape Breton"
"1082","Passerella iliaca",-69.4196205,48.0458601,"L2961045","S18999539",2014,6,173,3.75,"Canada","Quebec","Rivière-du-Loup"
"1083","Passerella iliaca",-69.9731255,47.3150864,"L2606698","S19000059",2014,6,179,4.75,"Canada","Quebec","Kamouraska"
"1084","Passerella iliaca",-71.8805838,47.1169487,"L2962042","S19003885",2014,7,186,7.17,"Canada","Quebec","Portneuf"
"1085","Passerella iliaca",-69.5062923,47.9404107,"L610533","S19007060",2014,7,187,10,"Canada","Quebec","Rivière-du-Loup"
"1086","Passerella iliaca",-71.5237856,47.1004245,"L2242297","S19007490",2014,7,187,8.77,"Canada","Quebec","La Jacques-Cartier"
"1087","Passerella iliaca",-61.8839693,47.3811783,"L756835","S19010183",2014,7,187,14.17,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1088","Passerella iliaca",-64.159543,48.4901476,"L295795","S19058069",2014,7,190,9,"Canada","Quebec","Le Rocher-Percé"
"1089","Passerella iliaca",-77.4331856,49.7351314,"L2970293","S19058102",2014,7,183,5,"Canada","Quebec","Jamésie"
"1090","Passerella iliaca",-64.5936441,48.8242993,"L2970380","S19058562",2014,7,189,11,"Canada","Quebec","La Côte-de-Gaspé"
"1091","Passerella iliaca",-76.9866943,49.891538,"L2972128","S19066818",2014,7,182,7,"Canada","Quebec","Jamésie"
"1092","Passerella iliaca",-64.8453426,48.8367579,"L2908792","S19072272",2014,7,192,6.67,"Canada","Quebec","La Côte-de-Gaspé"
"1093","Passerella iliaca",-71.1460876,47.3211427,"L291421","S19074904",2014,7,192,6.5,"Canada","Quebec","La Côte-de-Beaupré"
"1094","Passerella iliaca",-68.5590649,48.4431235,"L1299737","S19077023",2014,6,173,8,"Canada","Quebec","Rimouski-Neigette"
"1095","Passerella iliaca",-67.1756029,49.7565825,"L2974428","S19077183",2014,7,183,5.5,"Canada","Quebec","Sept-Rivières"
"1096","Passerella iliaca",-65.6275177,48.9418963,"L2814034","S19082795",2014,6,177,6,"Canada","Quebec","La Haute-Gaspésie"
"1097","Passerella iliaca",-65.6275177,48.9418963,"L2814034","S19082892",2014,6,177,16,"Canada","Quebec","La Haute-Gaspésie"
"1098","Passerella iliaca",-71.1460876,47.3211427,"L291421","S19082914",2014,7,193,5,"Canada","Quebec","La Côte-de-Beaupré"
"1099","Passerella iliaca",-65.6275177,48.9418963,"L2814034","S19082994",2014,6,178,5,"Canada","Quebec","La Haute-Gaspésie"
"1100","Passerella iliaca",-64.159543,48.4901476,"L295795","S19083125",2014,7,190,11,"Canada","Quebec","Le Rocher-Percé"
"1101","Passerella iliaca",-65.6275177,48.9418963,"L2814034","S19083271",2014,6,181,7.25,"Canada","Quebec","La Haute-Gaspésie"
"1102","Passerella iliaca",-64.2344856,48.5203566,"L803421","S19083273",2014,7,191,5.5,"Canada","Quebec","Le Rocher-Percé"
"1103","Passerella iliaca",-65.6275177,48.9418963,"L2814034","S19083340",2014,6,181,18.75,"Canada","Quebec","La Haute-Gaspésie"
"1104","Passerella iliaca",-65.6275177,48.9418963,"L2814034","S19083522",2014,7,183,4.67,"Canada","Quebec","La Haute-Gaspésie"
"1105","Passerella iliaca",-65.6275177,48.9418963,"L2814034","S19083643",2014,7,182,4,"Canada","Quebec","La Haute-Gaspésie"
"1106","Passerella iliaca",-65.6275177,48.9418963,"L2814034","S19083827",2014,7,184,17.25,"Canada","Quebec","La Haute-Gaspésie"
"1107","Passerella iliaca",-65.0775146,49.0198592,"L2816914","S19083943",2014,7,188,4.83,"Canada","Quebec","La Côte-de-Gaspé"
"1108","Passerella iliaca",-65.0775146,49.0198592,"L2816914","S19084103",2014,7,191,5,"Canada","Quebec","La Côte-de-Gaspé"
"1109","Passerella iliaca",-69.8084164,47.4562416,"L2976216","S19085603",2014,7,193,14.5,"Canada","Quebec","Kamouraska"
"1110","Passerella iliaca",-65.2093506,48.8863918,"L2816911","S19092446",2014,7,194,6.33,"Canada","Quebec","La Côte-de-Gaspé"
"1111","Passerella iliaca",-60.8214068,46.7473597,"L2324889","S19093857",2014,6,171,9.67,"Canada","Nova Scotia","Inverness"
"1112","Passerella iliaca",-61.904125,47.396673,"L2978387","S19095268",2014,7,195,7.57,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1113","Passerella iliaca",-61.9373603,47.4034038,"L2736401","S19097576",2014,7,195,11.93,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1114","Passerella iliaca",-71.1460876,47.3211427,"L291421","S19101928",2014,7,195,7,"Canada","Quebec","La Côte-de-Beaupré"
"1115","Passerella iliaca",-68.3707695,47.953394,"L2919663","S19119872",2014,6,177,13.83,"Canada","Quebec","Rimouski-Neigette"
"1116","Passerella iliaca",-68.4864693,48.1154734,"L2982934","S19121331",2014,6,178,5.58,"Canada","Quebec","Rimouski-Neigette"
"1117","Passerella iliaca",-70.8755493,47.690468,"L615577","S19121478",2014,7,197,8.5,"Canada","Quebec","Charlevoix"
"1118","Passerella iliaca",-61.904125,47.396673,"L2978387","S19125161",2014,7,198,10.15,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1119","Passerella iliaca",-71.010406,47.137951,"L2983993","S19127274",2014,7,198,7.92,"Canada","Quebec","La Côte-de-Beaupré"
"1120","Passerella iliaca",-66.674915,45.9761407,"L2291448","S19127335",2014,7,198,12.9,"Canada","New Brunswick","York"
"1121","Passerella iliaca",-64.159543,48.4901476,"L295795","S19129449",2014,7,198,10,"Canada","Quebec","Le Rocher-Percé"
"1122","Passerella iliaca",-61.8264413,47.2244289,"L2939772","S19132475",2014,7,186,9.98,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1123","Passerella iliaca",-61.7849636,47.4081983,"L2775263","S19132480",2014,7,193,7.5,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1124","Passerella iliaca",-61.8872094,47.3518432,"L2957845","S19132487",2014,7,196,7.67,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1125","Passerella iliaca",-71.393112,47.217171,"L2933956","S19135490",2014,7,199,8.5,"Canada","Quebec","La Jacques-Cartier"
"1126","Passerella iliaca",-61.4658297,47.604167,"L1912431","S19135802",2014,7,199,13.03,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1127","Passerella iliaca",-68.4889412,48.1383705,"L2985873","S19136365",2014,7,198,5,"Canada","Quebec","Rimouski-Neigette"
"1128","Passerella iliaca",-61.76306,47.427169,"L1912378","S19136796",2014,7,199,15.33,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1129","Passerella iliaca",-61.6650581,47.5519696,"L2986003","S19136881",2014,7,199,8.02,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1130","Passerella iliaca",-61.6228724,47.5782917,"L2860446","S19136941",2014,7,199,9.08,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1131","Passerella iliaca",-61.9090131,47.3796018,"L2866284","S19140704",2014,6,178,7.25,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1132","Passerella iliaca",-61.8362045,47.21916,"L986143","S19149948",2014,7,200,12.72,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1133","Passerella iliaca",-61.9655085,47.2396651,"L2794045","S19149957",2014,7,200,7.18,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1134","Passerella iliaca",-61.9176579,47.3938173,"L775127","S19160258",2014,7,201,11,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1135","Passerella iliaca",-66.1197,48.9463,"L617638","S19166219",2014,7,201,16,"Canada","Quebec","La Haute-Gaspésie"
"1136","Passerella iliaca",-71.0156194,47.5715636,"L2229886","S19172124",2014,7,201,8.17,"Canada","Quebec","Charlevoix"
"1137","Passerella iliaca",-61.973877,47.2577961,"L2901437","S19173323",2014,7,202,7.75,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1138","Passerella iliaca",-66.0345268,48.9555827,"L2876633","S19180941",2014,7,202,5.67,"Canada","Quebec","La Haute-Gaspésie"
"1139","Passerella iliaca",-65.9667206,49.0674557,"L2992916","S19181006",2014,7,202,8.33,"Canada","Quebec","La Haute-Gaspésie"
"1140","Passerella iliaca",-65.9155655,49.0164818,"L2992945","S19181190",2014,7,202,10,"Canada","Quebec","La Haute-Gaspésie"
"1141","Passerella iliaca",-61.9373603,47.4034038,"L2736401","S19187901",2014,6,179,9.12,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1142","Passerella iliaca",-61.9373603,47.4034038,"L2736401","S19187902",2014,6,179,9.12,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1143","Passerella iliaca",-61.9604015,47.3636529,"L756815","S19192313",2014,7,203,13.5,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1144","Passerella iliaca",-68.5821777,48.4366505,"L1813535","S19209799",2014,7,202,7.75,"Canada","Quebec","Rimouski-Neigette"
"1145","Passerella iliaca",-64.159543,48.4901476,"L295795","S19210896",2014,7,205,9,"Canada","Quebec","Le Rocher-Percé"
"1146","Passerella iliaca",-64.159543,48.4901476,"L295795","S19214948",2014,7,200,10.33,"Canada","Quebec","Le Rocher-Percé"
"1147","Passerella iliaca",-61.915199,47.414214,"L3780926","S19218239",2014,7,206,20.25,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1148","Passerella iliaca",-68.2657385,49.4696301,"L3000635","S19226352",2014,7,184,7.5,"Canada","Quebec","Manicouagan"
"1149","Passerella iliaca",-68.2054853,49.413179,"L3000646","S19226430",2014,7,186,4.75,"Canada","Quebec","Manicouagan"
"1150","Passerella iliaca",-64.1658032,48.501565,"L3000650","S19226457",2014,7,201,10.67,"Canada","Quebec","Le Rocher-Percé"
"1151","Passerella iliaca",-68.2495594,49.4079017,"L3000658","S19226494",2014,7,196,4.25,"Canada","Quebec","Manicouagan"
"1152","Passerella iliaca",-68.0863094,49.2863393,"L3001110","S19228497",2014,7,182,4.5,"Canada","Quebec","Manicouagan"
"1153","Passerella iliaca",-68.1679773,49.2602431,"L3001119","S19228543",2014,7,198,5,"Canada","Quebec","Manicouagan"
"1154","Passerella iliaca",-71.1460876,47.3211427,"L291421","S19228608",2014,7,207,11.17,"Canada","Quebec","La Côte-de-Beaupré"
"1155","Passerella iliaca",-67.7782631,49.4576365,"L3001137","S19228750",2014,6,173,4.5,"Canada","Quebec","Manicouagan"
"1156","Passerella iliaca",-67.7988625,49.4084043,"L3001208","S19229121",2014,7,193,4.75,"Canada","Quebec","Manicouagan"
"1157","Passerella iliaca",-67.8543091,49.4067289,"L3001221","S19229182",2014,7,201,4.67,"Canada","Quebec","Manicouagan"
"1158","Passerella iliaca",-67.682476,49.316842,"L3001799","S19233066",2014,6,162,4.42,"Canada","Quebec","Manicouagan"
"1159","Passerella iliaca",-67.7325153,49.3122817,"L3001812","S19233131",2014,6,180,4.5,"Canada","Quebec","Manicouagan"
"1160","Passerella iliaca",-67.682476,49.316842,"L3001799","S19233173",2014,7,200,4.42,"Canada","Quebec","Manicouagan"
"1161","Passerella iliaca",-61.9263268,47.2737551,"L2850166","S19271643",2014,7,211,14.17,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1162","Passerella iliaca",-61.8839693,47.3811783,"L756835","S19288814",2014,7,212,18.42,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1163","Passerella iliaca",-69.5062923,47.9404107,"L610533","S19298912",2014,7,192,4.4,"Canada","Quebec","Rivière-du-Loup"
"1164","Passerella iliaca",-61.9463511,47.3247713,"L1912422","S19344369",2014,7,201,7.68,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1165","Passerella iliaca",-61.7849636,47.4081983,"L2775263","S19344383",2014,7,207,6.97,"Canada","Quebec","Les Îles-de-la-Madeleine"
"1166","Passerella iliaca",-71.2230851,47.232321,"L295696","S19458853",2014,7,182,5.12,"Canada","Quebec","La Côte-de-Beaupré"
"1167","Passerella iliaca",-71.034876,47.410207,"L2921782","S19458857",2014,7,184,6.4,"Canada","Quebec","La Côte-de-Beaupré"
"1168","Passerella iliaca",-71.034876,47.410207,"L2921782","S19458860",2014,7,185,5.87,"Canada","Quebec","La Côte-de-Beaupré"
"1169","Passerella iliaca",-71.194088,47.415492,"L606574","S19458862",2014,7,189,5.92,"Canada","Quebec","La Côte-de-Beaupré"
"1170","Passerella iliaca",-71.194088,47.415492,"L606574","S19458863",2014,7,190,6.15,"Canada","Quebec","La Côte-de-Beaupré"
"1171","Passerella iliaca",-71.034876,47.410207,"L2921782","S19458865",2014,7,192,5.93,"Canada","Quebec","La Côte-de-Beaupré"
"1172","Passerella iliaca",-71.034876,47.410207,"L2921782","S19458869",2014,7,193,5.97,"Canada","Quebec","La Côte-de-Beaupré"
"1173","Passerella iliaca",-71.1460876,47.3211427,"L291421","S19458874",2014,7,196,5.87,"Canada","Quebec","La Côte-de-Beaupré"
"1174","Passerella iliaca",-71.1460876,47.3211427,"L291421","S19458875",2014,7,198,5.77,"Canada","Quebec","La Côte-de-Beaupré"
"1175","Passerella iliaca",-71.034876,47.410207,"L2921782","S19458888",2014,7,202,6.43,"Canada","Quebec","La Côte-de-Beaupré"
